1.975219421e+02,2.964073792e-03
1.977268066e+02,6.089183735e-04
1.979317017e+02,4.151716363e-03
1.981365967e+02,1.977726584e-03
1.983415070e+02,9.309909074e-04
1.985464325e+02,1.132286270e-03
1.987513580e+02,5.887888838e-04
1.989563141e+02,4.277525877e-04
1.991612701e+02,3.673639731e-04
1.993662415e+02,-1.504682587e-03
1.995712280e+02,-5.535621676e-05
1.997762299e+02,-3.774287470e-04
1.999812469e+02,5.032383342e-06
2.001862640e+02,-1.142351073e-03
2.003913116e+02,3.673639731e-04
2.005963593e+02,-7.548575377e-05
2.008014221e+02,1.092027174e-03
2.010065002e+02,3.673639731e-04
2.012115936e+02,1.937467605e-03
2.014167023e+02,6.542098708e-05
2.016218109e+02,1.776431338e-03
2.018269348e+02,1.333581633e-03
2.020320740e+02,1.695913146e-03
2.022372284e+02,2.722519450e-03
2.024423981e+02,3.165369155e-03
2.026475830e+02,1.716042752e-03
2.028527679e+02,1.555006485e-03
2.030579834e+02,1.192674856e-03
2.032631989e+02,2.722519450e-03
2.034684296e+02,-1.157448205e-04
2.036736755e+02,2.516191671e-05
2.038789368e+02,-4.780764284e-04
2.040841980e+02,-2.767810947e-04
2.042894897e+02,-8.605375770e-04
2.044947815e+02,-4.378173617e-04
2.047000885e+02,5.032383342e-06
2.049054108e+02,7.095660549e-04
2.051107483e+02,-5.535621676e-05
2.053160858e+02,1.393970218e-03
2.055214539e+02,-3.774287470e-04
2.057268219e+02,6.290479214e-04
2.059322052e+02,1.615395071e-03
2.061376038e+02,1.856949413e-03
2.063430176e+02,1.172545366e-03
2.065484314e+02,1.736172242e-03
2.067538757e+02,1.092027174e-03
2.069593201e+02,2.420576522e-03
2.071647797e+02,1.736172242e-03
2.073702545e+02,1.816690434e-03
2.075757446e+02,1.071897685e-03
2.077812500e+02,9.511204553e-04
2.079867554e+02,-1.464423607e-03
2.081922913e+02,-3.522668339e-05
2.083978271e+02,-8.404080290e-04
2.086033783e+02,9.108614177e-04
2.088089447e+02,-9.209261625e-04
2.090145264e+02,1.056800538e-04
2.092201080e+02,-3.975582949e-04
2.094257202e+02,-1.343646320e-03
2.096313324e+02,1.056800538e-04
2.098369598e+02,2.516191671e-05
2.100426025e+02,-5.787240807e-04
2.102482452e+02,9.309909074e-04
2.104539185e+02,3.874935210e-04
2.106595917e+02,1.615395071e-03
2.108652954e+02,1.031638589e-03
2.110709991e+02,3.044591984e-03
2.112767181e+02,1.575135975e-03
2.114824371e+02,2.259540139e-03
2.116881866e+02,1.736172242e-03
2.118939514e+02,5.485297879e-04
2.120997162e+02,3.874935210e-04
2.123054962e+02,5.887888838e-04
2.125112915e+02,-1.358743466e-04
2.127171021e+02,-7.800194435e-04
2.129229126e+02,-5.787240807e-04
2.131287537e+02,-1.157448205e-04
2.133345947e+02,-2.163924801e-04
2.135404510e+02,-6.592422142e-04
2.137463226e+02,3.673639731e-04
2.139522095e+02,1.575135975e-03
2.141580963e+02,2.868458396e-04
2.143640137e+02,1.957597211e-03
2.145699310e+02,1.373840612e-03
2.147758636e+02,1.957597211e-03
2.149818115e+02,1.293322537e-03
2.151877747e+02,1.474488294e-03
2.153937531e+02,2.118633362e-03
2.155997314e+02,5.686593358e-04
2.158057404e+02,2.682260238e-03
2.160117493e+02,2.541353693e-03
2.162177734e+02,5.082707503e-04
2.164238129e+02,1.716042752e-03
2.166298523e+02,-1.509715003e-05
2.168359222e+02,-7.598898956e-04
2.170419922e+02,-6.592422142e-04
2.172480774e+02,-7.196307997e-04
2.174541779e+02,-1.746237045e-03
2.176602936e+02,2.465867728e-04
2.178664246e+02,-5.988536286e-04
2.180725555e+02,-2.365220134e-04
2.182787018e+02,3.472344542e-04
2.184848785e+02,1.534876879e-03
2.186910553e+02,9.108614177e-04
2.188972321e+02,3.366664518e-03
2.191034393e+02,-9.561528714e-05
2.193096619e+02,1.434229314e-03
2.195158844e+02,1.917338115e-03
2.197221222e+02,1.313452027e-03
2.199283752e+02,2.722519450e-03
2.201346436e+02,1.071897685e-03
2.203409119e+02,3.069753875e-04
2.205472107e+02,-4.982059472e-04
2.207535095e+02,-8.605375770e-04
2.209598236e+02,1.459391206e-04
2.211661530e+02,-1.021573786e-03
2.213724976e+02,6.290479214e-04
2.215788574e+02,-6.793717621e-04
2.217852173e+02,-4.982059472e-04
2.219916077e+02,-1.509715003e-05
2.221979980e+02,1.112156780e-03
2.224044037e+02,-3.774287470e-04
2.226108093e+02,1.273193047e-03
2.228172455e+02,1.051768078e-03
2.230236969e+02,2.440705895e-03
2.232301483e+02,1.132286270e-03
2.234366150e+02,1.333581633e-03
2.236430969e+02,1.172545366e-03
2.238495941e+02,2.038115170e-03
2.240560913e+02,5.032383342e-06
2.242626190e+02,2.138762968e-03
2.244691467e+02,2.868458396e-04
2.246756897e+02,1.655654167e-03
2.248822479e+02,-9.209261625e-04
2.250888214e+02,-6.592422142e-04
2.252953949e+02,6.491774693e-04
2.255019989e+02,3.874935210e-04
2.257086029e+02,4.529145008e-05
2.259152222e+02,-7.196307997e-04
2.261218567e+02,1.459391206e-04
2.263285065e+02,7.095660549e-04
2.265351562e+02,-3.371696803e-04
2.267418365e+02,8.706023218e-04
2.269485168e+02,8.102137363e-04
2.271552124e+02,1.917338115e-03
2.273619232e+02,1.716042752e-03
2.275686493e+02,2.722519450e-03
2.277753754e+02,7.498251507e-04
2.279821167e+02,2.219281159e-03
2.281888885e+02,1.756301848e-03
2.283956604e+02,2.400446916e-03
2.286024475e+02,1.313452027e-03
2.288092346e+02,1.434229314e-03
2.290160522e+02,5.032383342e-06
2.292228699e+02,-2.566515468e-04
2.294297028e+02,2.868458396e-04
2.296365509e+02,7.900841883e-04
2.298434143e+02,-2.767810947e-04
2.300502930e+02,1.293322537e-03
2.302571716e+02,1.459391206e-04
2.304640656e+02,7.699546404e-04
2.306709900e+02,1.112156780e-03
2.308778992e+02,9.913794929e-04
2.310848389e+02,1.861981873e-04
2.312917938e+02,1.494617900e-03
2.314987488e+02,6.290479214e-04
2.317057343e+02,1.595265581e-03
2.319127197e+02,1.615395071e-03
2.321197205e+02,1.152415760e-03
2.323267212e+02,1.736172242e-03
2.325337524e+02,1.615395071e-03
2.327407837e+02,8.706023218e-04
2.329478302e+02,8.303432842e-04
2.331548920e+02,-1.464423607e-03
2.333619690e+02,-1.585200778e-03
2.335690613e+02,-3.572992282e-04
2.337761688e+02,-3.572992282e-04
2.339832764e+02,1.459391206e-04
2.341903992e+02,-7.548575377e-05
2.343975372e+02,-4.176878138e-04
2.346046906e+02,9.913794929e-04
2.348118439e+02,2.264572540e-04
2.350190277e+02,1.112156780e-03
2.352262115e+02,1.736172242e-03
2.354334106e+02,1.273193047e-03
2.356406250e+02,9.712500032e-04
2.358478546e+02,3.366664518e-03
2.360550995e+02,2.279669745e-03
2.362623444e+02,1.776431338e-03
2.364696045e+02,1.112156780e-03
2.366768799e+02,5.284002400e-04
2.368841705e+02,1.796560828e-03
2.370914764e+02,2.667163208e-04
2.372987823e+02,-1.927402802e-03
2.375061188e+02,-1.509715003e-05
2.377134552e+02,-8.202784811e-04
2.379208069e+02,-1.021573786e-03
2.381281738e+02,-7.598898956e-04
2.383355408e+02,1.459391206e-04
2.385429382e+02,8.303432842e-04
2.387503357e+02,7.095660549e-04
2.389577484e+02,6.542098708e-05
2.391651764e+02,2.038115170e-03
2.393726196e+02,-1.157448205e-04
2.395800629e+02,1.454358804e-03
2.397875366e+02,1.675783657e-03
2.399950104e+02,1.434229314e-03
2.402024994e+02,1.434229314e-03
2.404100037e+02,1.393970218e-03
2.406175232e+02,2.480965108e-03
2.408250427e+02,1.776431338e-03
2.410325775e+02,9.913794929e-04
2.412401428e+02,1.011509099e-03
2.414476929e+02,-4.579468805e-04
2.416552734e+02,-1.504682587e-03
2.418628693e+02,-8.404080290e-04
2.420704651e+02,-6.592422142e-04
2.422780914e+02,-4.982059472e-04
2.424857178e+02,1.494617900e-03
2.426933594e+02,7.699546404e-04
2.429010010e+02,7.498251507e-04
2.431086731e+02,-2.767810947e-04
2.433163452e+02,1.716042752e-03
2.435240326e+02,-5.535621676e-05
2.437317352e+02,1.917338115e-03
2.439394531e+02,2.868458396e-04
2.441471863e+02,2.642001258e-03
2.443549194e+02,1.897208509e-03
2.445626678e+02,3.125110175e-03
2.447704315e+02,1.897208509e-03
2.449782104e+02,2.662130864e-03
2.451860046e+02,-2.767810947e-04
2.453938141e+02,5.485297879e-04
2.456016235e+02,2.667163208e-04
2.458094482e+02,-4.780764284e-04
2.460172882e+02,-1.605330268e-03
2.462251434e+02,-7.196307997e-04
2.464330139e+02,-1.122221467e-03
2.466408844e+02,5.887888838e-04
2.468487701e+02,-3.572992282e-04
2.470566711e+02,1.192674856e-03
2.472645874e+02,7.699546404e-04
2.474725189e+02,1.977726584e-03
2.476804657e+02,-4.982059472e-04
2.478884125e+02,1.877079019e-03
2.480963745e+02,7.095660549e-04
2.483043518e+02,8.907318697e-04
2.485123444e+02,1.434229314e-03
2.487203522e+02,1.051768078e-03
2.489283600e+02,2.078374382e-03
2.491363831e+02,9.913794929e-04
2.493444214e+02,1.056800538e-04
2.495524750e+02,-5.535621676e-05
2.497605438e+02,-1.061832882e-03
2.499686279e+02,-1.509715003e-05
2.501767120e+02,-2.163924801e-04
2.503848114e+02,-1.358743466e-04
2.505929260e+02,7.699546404e-04
2.508010559e+02,4.881412024e-04
2.510092010e+02,-4.982059472e-04
2.512173462e+02,9.712500032e-04
2.514255066e+02,6.542098708e-05
2.516336823e+02,1.192674856e-03
2.518418732e+02,1.977726584e-03
2.520500793e+02,2.621871652e-03
2.522582855e+02,1.434229314e-03
2.524665222e+02,2.299799118e-03
2.526747589e+02,7.900841883e-04
2.528830109e+02,7.095660549e-04
2.530912781e+02,1.393970218e-03
2.532995453e+02,8.504727739e-04
2.535078430e+02,-4.982059472e-04
2.537161407e+02,7.095660549e-04
2.539244537e+02,4.277525877e-04
2.541327820e+02,2.063277207e-04
2.543411102e+02,-4.780764284e-04
2.545494690e+02,-2.163924801e-04
2.547578278e+02,-1.358743466e-04
2.549662018e+02,4.881412024e-04
2.551745911e+02,-4.579468805e-04
2.553829956e+02,3.472344542e-04
2.555914001e+02,5.485297879e-04
2.557998352e+02,1.897208509e-03
2.560082703e+02,1.393970218e-03
2.562167053e+02,1.253063441e-03
2.564251709e+02,2.038115170e-03
2.566336670e+02,1.534876879e-03
2.568421326e+02,1.232933952e-03
2.570506287e+02,1.877079019e-03
2.572591553e+02,1.861981873e-04
2.574676819e+02,-8.001489332e-04
2.576762085e+02,-3.170401615e-04
2.578847656e+02,-2.566515468e-04
2.580933228e+02,-6.391126662e-04
2.583019104e+02,-1.509715003e-05
2.585104980e+02,-8.202784811e-04
2.587190857e+02,-3.774287470e-04
2.589277039e+02,-6.592422142e-04
2.591363220e+02,1.071897685e-03
