1.975863190e+02;2.731592767e-02
1.977912140e+02;-1.620785147e-02
1.979961548e+02;-6.753567606e-03
1.982010803e+02;6.533535197e-03
1.984060211e+02;1.848979853e-03
1.986109924e+02;-1.152329706e-02
1.988159485e+02;9.344268590e-03
1.990209351e+02;2.918974869e-02
1.992259216e+02;4.766180180e-03
1.994309387e+02;-1.314159762e-02
1.996359558e+02;2.465424873e-02
1.998409882e+02;-2.069012029e-03
2.000460510e+02;-1.089514000e-03
2.002510986e+02;3.744095564e-03
2.004561768e+02;2.040620660e-03
2.006612701e+02;-1.472795848e-03
2.008663635e+02;1.138843875e-02
2.010714722e+02;-5.358847557e-04
2.012766113e+02;-9.415246546e-03
2.014817505e+02;1.366683561e-02
2.016869049e+02;-3.112390405e-03
2.018920593e+02;1.401817775e-03
2.020972290e+02;-1.118260156e-02
2.023024292e+02;8.705466054e-03
2.025076294e+02;-4.517756868e-03
2.027128601e+02;1.094127633e-02
2.029180756e+02;2.335534804e-02
2.031233368e+02;-3.453085199e-03
2.033285828e+02;1.272992510e-02
2.035338440e+02;3.853756562e-02
2.037391357e+02;8.237009868e-03
2.039444275e+02;2.618737519e-02
2.041497345e+02;-4.028007854e-03
2.043550568e+02;-1.452567056e-02
2.045603943e+02;1.373071596e-02
2.047657318e+02;2.207774296e-02
2.049710999e+02;3.259669989e-02
2.051764679e+02;-1.950833388e-02
2.053818512e+02;2.019327367e-03
2.055872498e+02;1.204853505e-02
2.057926636e+02;1.021729968e-02
2.059980774e+02;-8.691269904e-03
2.062035217e+02;-1.983838389e-03
2.064089661e+02;1.686085016e-02
2.066144257e+02;1.709507965e-02
2.068199158e+02;2.714557946e-02
2.070253906e+02;-1.192787196e-02
2.072308960e+02;4.188063741e-02
2.074364014e+02;4.322212189e-02
2.076419373e+02;-5.497254897e-03
2.078474731e+02;-9.031965397e-03
2.080530243e+02;1.767000183e-02
2.082586060e+02;-7.914059679e-04
2.084641724e+02;-1.025633770e-03
2.086697693e+02;-2.345826710e-03
2.088753662e+02;8.811932988e-03
2.090809937e+02;-2.771695377e-03
2.092866211e+02;-3.261444392e-03
2.094922638e+02;2.895552106e-02
2.096979218e+02;-5.731482524e-03
2.099035797e+02;1.413529180e-02
2.101092682e+02;-1.618655957e-02
2.103149567e+02;1.036635321e-02
2.105206604e+02;6.565475487e-04
2.107263794e+02;1.231470262e-03
2.109321289e+02;7.278805599e-03
2.111378632e+02;-1.307771727e-02
2.113436279e+02;5.724384915e-03
2.115493927e+02;2.393027022e-02
2.117551727e+02;5.426276941e-03
2.119609833e+02;-1.867789030e-02
2.121667938e+02;1.132455841e-02
2.123726044e+02;3.725996241e-02
2.125784454e+02;6.107666530e-03
2.127843018e+02;-1.554775611e-02
2.129901428e+02;2.375992388e-02
2.131960297e+02;2.956238342e-03
2.134019165e+02;4.787473939e-03
2.136078033e+02;-9.713354520e-03
2.138137207e+02;-6.742920959e-05
2.140196533e+02;2.612349391e-02
2.142255859e+02;2.146023326e-02
2.144315338e+02;1.394365076e-02
2.146374969e+02;-7.158142980e-03
2.148434753e+02;-4.645517562e-03
2.150494690e+02;2.855094709e-02
2.152554626e+02;1.614752109e-03
2.154614868e+02;1.149490569e-02
2.156675110e+02;2.629384212e-02
2.158735657e+02;1.790422946e-02
2.160796051e+02;2.482459508e-02
2.162856750e+02;4.681006540e-03
2.164917603e+02;5.298516247e-03
2.166978455e+02;5.192048848e-03
2.169039459e+02;-6.902621593e-03
2.171100616e+02;-1.399333496e-02
2.173161926e+02;-1.228986029e-02
2.175223389e+02;-1.033086423e-02
2.177285004e+02;-4.326115828e-03
2.179346619e+02;-3.516965546e-03
2.181408386e+02;1.464633364e-02
2.183470306e+02;-1.011793036e-02
2.185532532e+02;1.336872764e-02
2.187594757e+02;-4.709397908e-03
2.189656830e+02;-1.593103819e-02
2.191719360e+02;7.875021547e-03
2.193782043e+02;1.209112164e-02
2.195844727e+02;-3.751193406e-03
2.197907562e+02;1.560453791e-02
2.199970398e+02;-1.814555563e-02
2.202033539e+02;6.874230225e-03
2.204096680e+02;-1.022439729e-02
2.206160126e+02;-6.370285526e-03
2.208223572e+02;-7.967293262e-03
2.210287170e+02;-8.126993780e-04
2.212350769e+02;7.193631958e-03
2.214414673e+02;-1.141682919e-02
2.216478729e+02;1.593458699e-03
2.218542786e+02;9.535909630e-03
2.220607147e+02;5.979906302e-03
2.222671509e+02;-1.557969605e-03
2.224736023e+02;-1.718734950e-02
2.226800385e+02;-3.644726239e-03
2.228865204e+02;2.069366910e-02
2.230930176e+02;-1.388686802e-02
2.232995148e+02;-5.092679523e-03
2.235060272e+02;1.466762740e-02
2.237125549e+02;3.807975911e-03
2.239190979e+02;2.823154442e-02
2.241256409e+02;-1.323741861e-03
2.243322144e+02;5.085581914e-03
2.245387726e+02;-3.666019533e-03
2.247453613e+02;2.551663201e-03
2.249519653e+02;3.083999036e-03
2.251585846e+02;1.801069640e-02
2.253652039e+02;-1.507929992e-02
2.255718536e+02;1.158007886e-02
2.257785034e+02;-1.028827764e-02
2.259851685e+02;-4.294175887e-04
2.261918488e+02;1.724413224e-02
2.263985443e+02;-1.786874048e-02
2.266052399e+02;8.215717040e-03
2.268119507e+02;1.004695240e-02
2.270186768e+02;8.662878536e-03
2.272254181e+02;1.068575494e-02
2.274321747e+02;-8.126993780e-04
2.276389465e+02;-2.878162544e-03
2.278457184e+02;-5.561135244e-03
2.280525055e+02;-9.244899265e-03
2.282593231e+02;1.858561859e-02
2.284661407e+02;-6.391579285e-03
2.286729736e+02;1.583876647e-02
2.288798065e+02;-3.548905624e-06
2.290866699e+02;1.579617895e-02
2.292935333e+02;2.519722912e-04
2.295004120e+02;1.686085016e-02
2.297073059e+02;6.959403865e-03
2.299142151e+02;-3.431791905e-03
